ts_code,indx_name,indx_csname,pub_party_name,pub_date,base_date,bp,adj_circle,api
399264.SZ,创业板软件指数,创业软件,深圳证券信息有限公司、深圳证券交易所,20220929.0,20171229.0,1000.0,半年,index_daily
399266.SZ,创业板新能源指数,创新能源,深圳证券信息有限公司、深圳证券交易所,20220929.0,20171229.0,1000.0,半年,index_daily
000690.SH,上证科创板成长指数,科创成长,中证指数有限公司、上海证券交易所,20221104.0,20191231.0,1000.0,三个月,index_daily
932038.CSI,中证国新央企科技引领指数,央企科技引领,中证指数有限公司,20221116.0,20161230.0,1000.0,半年,index_daily
932037.CSI,中证国新央企现代能源指数,央企现代能源,中证指数有限公司,20221116.0,20161230.0,1000.0,半年,index_daily
932039.CSI,中证国新央企股东回报指数,央企股东回报,中证指数有限公司,20221116.0,20161230.0,1000.0,一年,index_daily
NDXTMC.NASDAQ,纳斯达克科技市值加权指数,纳斯达克科技市值加权指数,美国纳斯达克证券交易所,20220321.0,20220321.0,1000.0,,
GPCSP006.OTH,富时亚太精选指数,富时亚太精选指数,富时罗素,20220527.0,20150918.0,1000.0,一年,
950243.CSI,上证基准做市国债指数,沪做市国债,中证指数有限公司、上海证券交易所,20230206.0,20220630.0,100.0,一个月,index_daily
950245.CSI,上证基准做市公司债指数,沪做市公司债,中证指数有限公司、上海证券交易所,20230206.0,20220630.0,100.0,一个月,index_daily
931241.CSI,中证家居家电指数,家居家电,中证指数有限公司,20230323.0,20141231.0,1000.0,半年,index_daily
932088.CSI,中证全指航空航天指数,全指航空,中证指数有限公司,20230323.0,20211231.0,1000.0,半年,index_daily
932087.CSI,中证全指集成电路指数,集成电路,中证指数有限公司,20230329.0,20211231.0,1000.0,半年,index_daily
932094.CSI,中证全指软件开发指数,软件开发,中证指数有限公司,20230329.0,20211231.0,1000.0,半年,index_daily
000692.SH,上证科创板新能源指数,科创新能,中证指数有限公司、上海证券交易所,20230403.0,20191231.0,1000.0,三个月,index_daily
000693.SH,上证科创板工业机械指数,科创机械,中证指数有限公司、上海证券交易所,20230403.0,20191231.0,1000.0,三个月,index_daily
707717.MI,MSCI中国A股国际公司质量指数,MSCI中国A股国际公司质量指数,摩根士丹利资本国际公司,20150827.0,20081125.0,1000.0,,
931243.CSI,中证诚通央企ESG指数,诚通央企ESG,中证指数有限公司,20230504.0,20161230.0,1000.0,半年,index_daily
931132.CSI,中证诚通央企红利指数,诚通央企红利,中证指数有限公司,20230504.0,20161230.0,1000.0,一年,index_daily
921128.CNI,深证基准做市信用债指数,深做市信用债,深圳证券信息有限公司、深圳证券交易所,20230412.0,20220630.0,100.0,一个月,index_daily
718711.MI,MSCI中国A股人民币指数,MSCI中国A股人民币指数,摩根士丹利资本国际公司,20180301.0,20081125.0,1000.0,,
735577.MI,MSCI中国A50互联互通指数,MSCI中国A50互联互通指数,摩根士丹利资本国际公司,20210820.0,20121130.0,1000.0,,
931248.CSI,中证油气资源指数,油气资源,中证指数有限公司,20230612.0,20141231.0,1000.0,半年,index_daily
000698.SH,上证科创板100指数,科创100,中证指数有限公司、上海证券交易所,20230807.0,20191231.0,1000.0,三个月,index_daily
931946.CSI,中证畜牧养殖产业指数,畜牧养殖,中证指数有限公司,20230728.0,20211231.0,1000.0,半年,index_daily
750108.MI,MSCI美国50指数,MSCI美国50指数,摩根士丹利资本国际公司,20220608.0,20000531.0,1000.0,三个月,
931529.CSI,中证诚通国企数字经济指数,国企数字经济,中证指数有限公司,20230804.0,20161230.0,1000.0,半年,index_daily
932000.CSI,中证2000指数,中证2000,中证指数有限公司,20230811.0,20131231.0,1000.0,半年,index_daily
932160.CSI,中证AAA科技创新公司债指数,AAA科创债,中证指数有限公司,20230824.0,20220630.0,100.0,一个月,index_daily
950167.CSI,上证AAA科技创新公司债指数,沪AAA科创债,中证指数有限公司、上海证券交易所,20230824.0,20220630.0,100.0,一个月,index_daily
931722.CSI,中证国新港股通央企红利指数,国新港股通央企红利,中证指数有限公司,20230913.0,20161230.0,1000.0,一年,index_daily
932200.CSI,中证国债及政策性金融债0-3年指数,国债及政金债0-3,中证指数有限公司,20231010.0,20071231.0,100.0,一个月,index_daily
932052.CSI,中证诚通央企科技创新指数,央企科技创新,中证指数有限公司,20231010.0,20191231.0,1000.0,半年,index_daily
399850.SZ,深证50指数,深证50,深圳证券信息有限公司、深圳证券交易所,20231018.0,20021231.0,1000.0,半年,index_daily
931823.CSI,中证国资央企50指数,国资央企50,中证指数有限公司,20231109.0,20161230.0,1000.0,半年,index_daily
ASIATECP.OTH,新交所泛东南亚科技指数,新交所泛东南亚科技指数,新加坡证券交易有限公司,20221128.0,20111128.0,1000.0,三个月,
399750.SZ,深证主板50指数,深主板50,深圳证券信息有限公司、深圳证券交易所,20231115.0,20041231.0,1000.0,半年,index_daily
399019.SZ,创业板200指数,创业200,深圳证券信息有限公司、深圳证券交易所,20231115.0,20120629.0,1000.0,半年,index_daily
932066.CSI,中证半导体行业精选指数,半导体行业精选,中证指数有限公司,20231110.0,20141231.0,1000.0,半年,index_daily
921130.CNI,深证AAA科技创新公司债指数,深AAA科创债,深圳证券信息有限公司、深圳证券交易所,20231123.0,20221230.0,100.0,一个月,index_daily
930050.CSI,中证A50指数,中证A50,中证指数有限公司,20240102.0,20141231.0,1000.0,半年,index_daily
950175.CSI,上证30年期国债指数,沪30年国债,中证指数有限公司、上海证券交易所,20231219.0,20101231.0,100.0,三个月,index_daily
SP5CSSUP.OTH,标普500消费精选指数,标普500消费精选指数,标普道琼斯指数有限公司,20221121.0,20120316.0,,三个月,
931848.CSI,中证800红利低波动指数,800红利低波,中证指数有限公司,20240521.0,20131231.0,1000.0,半年,index_daily
932315.CSI,中证全指红利质量指数,中证红利质量,中证指数有限公司,20240708.0,20131231.0,1000.0,半年,index_daily
970070.SZ,创业板人工智能指数,创业板人工智能,深圳证券信息有限公司、深圳证券交易所,20240711.0,20181228.0,1000.0,半年,index_daily
950162.CSI,上证科创板芯片设计主题指数,科创芯片设计,中证指数有限公司、上海证券交易所,20240726.0,20191231.0,1000.0,半年,index_daily
950125.CSI,上证科创板半导体材料设备主题指数,科创半导体材料设备,中证指数有限公司、上海证券交易所,20240726.0,20191231.0,1000.0,半年,index_daily
950180.CSI,上证科创板人工智能指数,科创AI,中证指数有限公司、上海证券交易所,20240725.0,20221230.0,1000.0,三个月,index_daily
000699.SH,上证科创板200指数,科创200,中证指数有限公司、上海证券交易所,20240820.0,20221230.0,1000.0,三个月,index_daily
950161.CSI,上证科创板创新药指数,科创新药,中证指数有限公司、上海证券交易所,20240823.0,20221230.0,1000.0,三个月,index_daily
950228.CSI,上证智选科创板价值50策略指数,智选科创价值50,中证指数有限公司、上海证券交易所,20240823.0,20191231.0,1000.0,三个月,index_daily
000510.SH,中证A500指数,中证A500,中证指数有限公司,20240923.0,20041231.0,1000.0,半年,index_daily
950333.CSI,上证智选科创板创新价值指数,智选创新价值,中证指数有限公司、上海证券交易所,20240925.0,20191231.0,1000.0,半年,index_daily
932305.CSI,中证智选高股息策略指数,智选高股息,中证指数有限公司,20240930.0,20051230.0,1000.0,一年,index_daily
932366.CSI,沪深300自由现金流指数,300现金流,中证指数有限公司,20241112.0,20131231.0,1000.0,三个月,index_daily
932367.CSI,中证500自由现金流指数,500现金流,中证指数有限公司,20241112.0,20131231.0,1000.0,三个月,index_daily
932365.CSI,中证全指自由现金流指数,中证现金流,中证指数有限公司,20241211.0,20131231.0,1000.0,三个月,index_daily
932368.CSI,中证800自由现金流指数,800现金流,中证指数有限公司,20241211.0,20131231.0,1000.0,三个月,index_daily
EMASIAUP.OTH,新交所新兴亚洲精选50指数,新交所新兴亚洲精选50指数,新加坡证券交易有限公司,20240719.0,20180328.0,1000.0,半年,
000680.SH,上证科创板综合指数,科创综指,中证指数有限公司、上海证券交易所,20250120.0,20191231.0,1000.0,不定期调整,index_daily
000681.SH,上证科创板综合价格指数,科创价格,中证指数有限公司、上海证券交易所,20250120.0,20191231.0,1000.0,不定期调整,index_daily
FCFQCD.OTH,富时中国A股自由现金流聚焦指数,富时中国A股自由现金流聚焦指数,富时罗素,20240729.0,20131231.0,1000.0,半年,
932431.CSI,沪深300质量指数,300质量,中证指数有限公司,20250318.0,20101231.0,1000.0,半年,index_daily
931855.CSI,中证通用航空主题指数,通用航空,中证指数有限公司,20250402.0,20201231.0,1000.0,半年,index_daily
932422.CSI,中证A500红利低波动指数,A500红利低波,中证指数有限公司,20250409.0,20131231.0,1000.0,半年,index_daily
932456.CSI,中证科创创业人工智能指数,科创创业AI,中证指数有限公司,20250514.0,20191231.0,1000.0,半年,index_daily
932420.CSI,中证智选船舶产业指数,智选船舶产业,中证指数有限公司,20250528.0,20191231.0,1000.0,半年,index_daily
950580.CSI,上证580指数,上证580,中证指数有限公司、上海证券交易所,20250616.0,20181228.0,1000.0,半年,index_daily
931785.CSI,中证智选沪深港科技50指数,智选沪深港科技50,中证指数有限公司,20250627.0,20161230.0,1000.0,三个月,index_daily
SPCADMCP.OTH,标普中国A股红利100指数,标普中国A股红利100,标普道琼斯指数有限公司,20180329.0,20060731.0,1000.0,半年,
HSCEI.HI,恒生中国企业指数,恒生中国企业指数,恒生指数有限公司,19940808.0,20000103.0,2000.0,三个月,
HSI.HI,恒生指数,恒生指数,恒生指数有限公司,19691124.0,19640731.0,100.0,三个月,
HSFML25.HI,恒生中国(香港上市)30指数,恒生中国内地30,恒生指数有限公司,20030120.0,20000103.0,2000.0,三个月,
HSCGSI.HI,恒生消费指数,恒生消费,恒生指数有限公司,20150817.0,20100305.0,3000.0,三个月,
HSHCI.HI,恒生医疗保健指数,恒生医疗保健指数,恒生指数有限公司,20150817.0,20100305.0,3000.0,三个月,
HSIII.HI,恒生互联网科技业指数,恒生互联网科技业指数,恒生指数有限公司,20150817.0,20100305.0,3000.0,三个月,
HSHYLV.HI,恒生港股通高股息低波动指数,港股通高股息低波动,恒生指数有限公司,20170508.0,20100903.0,3000.0,半年,
HSSCNE.HI,恒生港股通新经济指数,港股通新经济指数,恒生指数有限公司,20180108.0,20141231.0,3000.0,半年,
HSSCHI.HI,恒生港股通创新药及医疗保健指数,港股通医疗保健,恒生指数有限公司,20190121.0,20141231.0,3000.0,半年,
HSMCHYI.HI,恒生港股通中国内地企业高股息率指数,中国内地企业高股息率,恒生指数有限公司,20190909.0,20141231.0,3000.0,半年,
HSSCHKY.HI,恒生港股通高股息率指数,港股通高股息率指数,恒生指数有限公司,20191118.0,20141231.0,3000.0,半年,
HSBIO.HI,恒生生物科技指数,恒生生物科技,恒生指数有限公司,20191216.0,20131231.0,10000.0,三个月,
HSSCT.HI,恒生港股通中国科技指数,港股通中国科技指数,恒生指数有限公司,20200217.0,20141231.0,3000.0,半年,
HSSSHID.HI,恒生沪深港创新药精选50指数,沪深港创新药精选50,恒生指数有限公司,20200330.0,20141231.0,3000.0,半年,
HSTECH.HI,恒生科技指数,恒生科技指数,恒生指数有限公司,20200727.0,20141231.0,3000.0,三个月,
HSCAUPG.HI,恒生A股电网设备指数,A股电网设备,恒生指数有限公司,20220228.0,20181231.0,3000.0,半年,
HSCSOE.HI,恒生中国央企指数,恒生中国央企,恒生指数有限公司,20230417.0,20181231.0,3000.0,三个月,
HSIDI.HI,恒生创新药指数,恒生创新药,恒生指数有限公司,20230515.0,20191231.0,3000.0,半年,
HSCSSE.HI,恒生A股专精特新企业指数,A股专精特新企业,恒生指数有限公司,20230605.0,20181231.0,3000.0,半年,
HSSCSOY.HI,恒生港股通中国央企红利指数,港股通中国央企红利,恒生指数有限公司,20230612.0,20190614.0,3000.0,一年,
HSSCID.HI,恒生港股通创新药指数,港股通创新药,恒生指数有限公司,20230710.0,20191231.0,3000.0,半年,
HSSCPB.HI,恒生港股通创新药精选指数,创新药精选,恒生指数有限公司,20230717.0,20201231.0,3000.0,半年,
HSSCITI.HI,恒生港股通科技主题指数,港股通科技主题,恒生指数有限公司,20230717.0,20201231.0,3000.0,半年,
HSISC.HI,恒指港股通指数,恒指港股通,恒生指数有限公司,20240308.0,20200904.0,3000.0,三个月,
HSSCAM.HI,恒生港股通汽车主题指数,港股通汽车主题,恒生指数有限公司,20240531.0,20201231.0,3000.0,半年,
HSSC50.HI,恒生港股通50指数,港股通50,恒生指数有限公司,20250113.0,20211231.0,3000.0,半年,
000990.CSI,中证全指主要消费指数,全指消费,中证指数有限公司,20110802.0,20041231.0,1000.0,半年,index_daily
000046.SH,上证中小盘指数,上证中小,中证指数有限公司,20090703.0,20031231.0,1000.0,半年,index_daily
000049.SH,上证民营企业50指数,上证民企,中证指数有限公司,20090825.0,20090630.0,1000.0,半年,index_daily
000050.SH,上证50等权重指数,50等权,中证指数有限公司,20110104.0,20031231.0,1000.0,半年,index_daily
000051.SH,上证180等权重指数,180等权,中证指数有限公司,20110524.0,20020628.0,3299.06,半年,index_daily
000061.SH,上证企债30指数,沪企债30,中证指数有限公司,20100104.0,20081231.0,100.0,三个月,index_daily
000063.SH,上证周期行业50指数,上证周期,中证指数有限公司,20100203.0,20031231.0,1000.0,半年,index_daily
000064.SH,上证非周期行业100指数,非周期,中证指数有限公司,20100203.0,20031231.0,1000.0,半年,index_daily
000067.SH,上证新兴产业指数,上证新兴,中证指数有限公司,20100430.0,20031231.0,1000.0,半年,index_daily
000028.SH,上证180成长指数,180成长,中证指数有限公司,20090109.0,20020628.0,1000.0,半年,index_daily
000032.SH,上证能源行业指数,上证能源,中证指数有限公司,20090109.0,20031231.0,1000.0,半年,index_daily
000033.SH,上证原材料行业指数,上证材料,中证指数有限公司,20090109.0,20031231.0,1000.0,半年,index_daily
000984.CSI,沪深300等权重指数,300等权,中证指数有限公司,20110802.0,20041231.0,1000.0,半年,index_daily
000802.SH,中证500沪市指数,500沪市,中证指数有限公司,20111108.0,20041231.0,1000.0,半年,index_daily
000816.CSI,中证细分房地产产业主题指数,细分地产,中证指数有限公司,20120411.0,20041231.0,1000.0,半年,index_daily
000939.CSI,中证民企成长指数,民企成长,中证指数有限公司,20090825.0,20131213.0,1000.0,半年,index_daily
000945.CSI,中证内地运输主题指数,内地运输,中证指数有限公司,20091028.0,20041231.0,1000.0,半年,index_daily
399364.SZ,国证消费100指数,消费100,深圳证券信息有限公司,20090803.0,20041231.0,1000.0,半年,index_daily
399377.SZ,巨潮小盘价值指数,小盘价值,深圳证券信息有限公司,20100104.0,20021231.0,1000.0,半年,index_daily
399337.SZ,深证民营指数,深证民营,深圳证券信息有限公司,20090803.0,20041231.0,1000.0,半年,index_daily
399612.SZ,中小创业企业100指数,中创100,深圳证券信息有限公司,20110228.0,20070629.0,1000.0,半年,index_daily
399703.SZ,深证基本面200指数,深证F200,中证指数有限公司,20100510.0,20021231.0,1000.0,一年,index_daily
399802.SZ,中证500深市指数,500深市,中证指数有限公司,20120905.0,20041231.0,1000.0,半年,index_daily
399634.SZ,中小企业100等权重指数,中小等权,深圳证券信息有限公司,20111028.0,20061229.0,1000.0,半年,index_daily
000155.SH,上证市值百强指数,市值百强,中证指数有限公司,20120720.0,20031231.0,1000.0,半年,index_daily
399602.SZ,中小300成长指数,中小成长,深圳证券信息有限公司,20100524.0,20100319.0,1000.0,半年,index_daily
000988.CSI,中证全指工业指数,全指工业,中证指数有限公司,20110802.0,20041231.0,1000.0,半年,index_daily
CN5074.SZ,国证财富管理指数,财富管理,深圳证券信息有限公司,20150216.0,20021231.0,1000.0,半年,index_daily
399422.SZ,中关村A股综合指数,中关村A指,深圳证券信息有限公司,20150205.0,20081231.0,1000.0,半年,index_daily
000135.SH,上证180高贝塔指数,180高贝,中证指数有限公司,20120806.0,20020628.0,3299.06,半年,index_daily
930915.CSI,中证港股通高股息投资人民币指数,港股通高股息CNY,中证指数有限公司,20161125.0,20141114.0,3000.0,一年,index_daily
000140.CSI,上证5年期国债指数,5年国债,中证指数有限公司,20120912.0,20071231.0,100.0,三个月,index_daily
CES300.OTH,中华交易服务沪深港300指数,中华沪深港300,中华证券交易服务有限公司,20141215.0,20081231.0,2000.0,半年,
930916.CSI,中证10年期国债指数,中证10年国债,中证指数有限公司,20161205.0,20081231.0,100.0,一个月,index_daily
SPTR500N.OTH,标普500净总收益指数,标普500净总收益指数,标普道琼斯指数有限公司,19570304.0,19280103.0,10.0,,
930975.CSI,中证港股通医药卫生综合人民币指数,港股通医药CCNY,中证指数有限公司,20170623.0,20141114.0,3000.0,半年,index_daily
930846.CSI,沪深300行业中性低波动指数,300SNLV,中证指数有限公司,20160624.0,20041231.0,1000.0,半年,index_daily
930703.CSI,中证福建50指数,福建50,中证指数有限公司,20150709.0,20121231.0,1000.0,半年,index_daily
950102.CSI,上证周期产业债指数,上证周期债,中证指数有限公司,20160819.0,20071231.0,100.0,一个月,index_daily
H30251.CSI,中证500原材料指数,500原料,中证指数有限公司,20131106.0,20041231.0,1000.0,半年,index_daily
950113.CSI,上证3-5年期中高等级可质押信用债指数,沪质中高债3-5,中证指数有限公司,20170223.0,20081231.0,100.0,一个月,index_daily
931023.CSI,中证北京50指数,北京50,中证指数有限公司,20171030.0,20121231.0,1000.0,半年,index_daily
DJI.UN,道琼斯工业平均指数,道琼斯工业平均指数,标普道琼斯指数有限公司,18960526.0,18960526.0,40.94,,
930701.CSI,中证京津冀协同发展主题指数,CS京津冀,中证指数有限公司,20150709.0,20121231.0,1000.0,三个月,index_daily
930838.CSI,中证高股息精选指数,CS高股息,中证指数有限公司,20160608.0,20041231.0,1000.0,一年,index_daily
H30252.CSI,中证500工业指数,500工业,中证指数有限公司,20131106.0,20041231.0,1000.0,半年,index_daily
H30089.CSI,中证红利潜力指数,红利潜力,中证指数有限公司,20130702.0,20051230.0,1000.0,一年,index_daily
IMCI.SHF,上海期货交易所有色金属期货价格指数,上期有色金属指数,上海期货交易所,20121226.0,20020107.0,1000.0,一年,
930999.CSI,中证沪港深粤港澳大湾区发展主题指数,SHS大湾区,中证指数有限公司,20170719.0,20161230.0,1000.0,半年,index_daily
H50040.CSI,上证红利低波动指数,上红低波,中证指数有限公司,20140321.0,20051230.0,1000.0,一年,index_daily
H01077.CSI,上证10年期国债指数(净价),10年国债(净),中证指数有限公司,20130307.0,20081231.0,100.0,三个月,index_daily
H30020.CSI,中证800食品饮料指数,800食品,中证指数有限公司,20121221.0,20041231.0,1000.0,半年,index_daily
H30205.CSI,中证饮料主题指数,饮料指数,中证指数有限公司,20130715.0,20041231.0,1000.0,半年,index_daily
BOVESPA.OTH,巴西IBOVESPA指数,巴西BOVESPA指数,巴西圣保罗证券交易所,19680102.0,19680102.0,100.0,,
H11017.CSI,中证金边中期国债指数,中期国债,中证指数有限公司,20110321.0,20071231.0,100.0,三个月,index_daily
CAC40.FP,巴黎CAC40指数,巴黎CAC40指数,法国巴黎证券交易所,19880615.0,19871231.0,1000.0,,
930839.CSI,中证港股通高股息精选指数,港股通高息精选,中证指数有限公司,20160608.0,20141114.0,3000.0,一年,index_daily
H30255.CSI,中证500医药卫生指数,500医药,中证指数有限公司,20131106.0,20041231.0,1000.0,半年,index_daily
950082.CSI,上证上海改革发展主题指数,上海改革,中证指数有限公司,20150803.0,20111231.0,1000.0,三个月,index_daily
718711L.MI,MSCI中国A股人民币指数(本币),MSCI中国A股人民币指数(本币),摩根士丹利资本国际公司,20180301.0,20081125.0,1000.0,,
930738.CSI,中证四川国企改革指数,四川国改,中证指数有限公司,20180710.0,20111231.0,1000.0,半年,index_daily
HSBBAC.HI,恒生沪深港通大湾区综合指数,沪深港通大湾区综合指,恒生指数有限公司,20180521.0,20141231.0,3000.0,半年,
931787CNY00.CSI,中证香港创新药人民币指数,港股创新药CNY,中证指数有限公司,20180814.0,20171229.0,1000.0,半年,index_daily
707717L.MI,MSCI中国A股国际公司质量指数(本币),MSCI中国A股国际公司质量指数(本币),摩根士丹利资本国际公司,20150827.0,20081125.0,1000.0,,
930938.CSI,中证500成长估值指数,500成长估值,中证指数有限公司,20181204.0,20091231.0,1000.0,半年,index_daily
931127.CSI,中证浙江新动能指数,浙江新动能,中证指数有限公司,20190122.0,20081231.0,1000.0,半年,index_daily
931163.CSI,中证浙江100指数,浙江100,中证指数有限公司,20190425.0,20121231.0,1000.0,半年,index_daily
931167.CSI,中证先进制造100策略指数,先进制造100,中证指数有限公司,20190425.0,20081231.0,1000.0,三个月,index_daily
950047.CSI,上证1-5年期地方政府债指数,上证1-5年地债,中证指数有限公司,20190425.0,20131231.0,100.0,一个月,index_daily
TPX.JT,东证股价指数,东证股价指数,东京证券交易所,19690701.0,19680104.0,100.0,,
718465.MI,MSCI中国A股质优价值100指数,MSCI中国A股质优价值100指数,摩根士丹利资本国际公司,20180604.0,20091130.0,1000.0,,
931373.CSI,中证高股息龙头指数,股息龙头,中证指数有限公司,20191115.0,20131231.0,1000.0,半年,index_daily
931381.CSI,中证长三角领先指数,中证长三角,中证指数有限公司,20191125.0,20121231.0,1000.0,半年,index_daily
931455.CSI,中证港股通消费主题人民币指数,港股通消费CNY,中证指数有限公司,20200306.0,20141114.0,1000.0,半年,index_daily
399088.SZ,深证创新100指数,深创100,深圳证券信息有限公司,20200218.0,20121231.0,1000.0,半年,index_daily
SHAU.SGE,黄金集中定价(SHAU合约),SHAU,,,20160419.0,,,
931523.CSI,中证沪港深动漫游戏指数,SHS动漫游戏,中证指数有限公司,20200708.0,20141114.0,1000.0,半年,index_daily
707918L.MI,MSCI中国A股国际低波(美元)指数(本币),MSCI中国A股国际低波(美元)指数(本币),摩根士丹利资本国际公司,20150827.0,20081125.0,1000.0,,
931648.CSI,中证500ESG基准指数,500ESG,中证指数有限公司,20210412.0,20170630.0,1000.0,半年,index_daily
CBC00703.OTH,中债-中高等级公司债利差因子指数(全价),中债-中高等级公司债利差因子指数(全价),中央国债登记结算有限责任公司,20180615.0,20150630.0,100.0,三个月,
CBA08303.OTH,中债-1-5年国开行债券指数(全价),中债-1-5年国开行债券指数(全价),中央国债登记结算有限责任公司,20190128.0,20111231.0,100.0,每日,
CBA08203.OTH,中债-7-10年政策性金融债指数(全价),中债-7-10年政策性金融债指数(全价),中央国债登记结算有限责任公司,20190125.0,20111231.0,100.0,每日,
CBA08903.OTH,中债-0-5年广东省地方政府债指数(全价),中债-0-5年广东省地方政府债指数(全价),中央国债登记结算有限责任公司,20180926.0,20141231.0,100.0,三个月,
CBA12003.OTH,中债-0-3年长三角地方政府债指数(全价),中债-0-3年长三角地方政府债指数(全价),中央国债登记结算有限责任公司,20190709.0,20160531.0,100.0,每日,
931772.CSI,中证碳中和60指数,碳中和60,中证指数有限公司,20211109.0,20170630.0,1000.0,半年,index_daily
746059L.MI,MSCI中国A50互联互通(人民币)指数(本币),MSCI中国A50互联互通(人民币)指数(本币),摩根士丹利资本国际公司,20210917.0,20121130.0,1000.0,三个月,
721638.MI,MSCI中国A股(人民币)ESG通用指数,MSCI中国A股(人民币)ESG通用指数,摩根士丹利资本国际公司,20180803.0,20180531.0,1000.0,,
716567L.MI,MSCI中国A股国际通(人民币)指数(本币),MSCI中国A股国际通(人民币)指数(本币),摩根士丹利资本国际公司,20171023.0,20170831.0,1000.0,,
931722CNY100.CSI,中证国新港股通央企红利人民币中间价指数,国新港股通央企红利CPR,中证指数有限公司,20230913.0,20161230.0,1000.0,一年,index_daily
